,Unnamed: 0,hostname,pl_mass (Mj),pl_mass_max,pl_mass_min,pl_mass_limflag,pl_orb_period,pl_orb_per_max,pl_orb_per_min,pl_orb_per_limflag,pl_semImjr_axis,pl_semImjr_axis_max,pl_semImjr_axis_min,pl_semImjr_axisax_limflag,[Fe/H]
1077,1077,HD 98649,8.386,1.967,-1.425,0,5697.3043,326.53593,-287.044,0,6.297,0.338,-0.336,0,-0.05
1078,1078,HD 98736,2.33,0.78,-0.78,0,968.8,2.2,-2.2,0,1.864,0.091,-0.091,0,0.32
1079,1079,HD 99109,0.44,0.08,-0.08,0,439.29999,5.6,-5.6,0,1.11,0.02,-0.02,0,0.34
1080,1080,HD 99283,0.97,0.06,-0.25,0,310.4,5.2,-1.7,0,1.08,0.05,-0.07,0,-0.16
1082,1082,HD 99706,1.23,0.19,-0.19,0,841,32,-32,0,1.98,0.14,-0.14,0,0.03
1083,1083,HD 99706,5.69,1.43,-0.96,0,1278,151,-198,0,,,,,0.03
1084,1084,HIP 105854,8.2,0.2,-0.2,0,184.2,0.5,-0.5,0,0.81,0.03,-0.03,0,0.19
1086,1086,HIP 107773,1.98,0.21,-0.21,0,144.3,0.5,-0.5,0,0.72,0.03,-0.03,0,0.01
1087,1087,HIP 109384,1.56,0.08,-0.08,0,499.48,0.32,-0.32,0,1.134,0.029,-0.029,0,-0.32
1088,1088,HIP 109600,2.68,0.12,-0.12,0,232.08,0.15,-0.15,0,0.706,0.016,-0.016,0,-0.17
1089,1089,HIP 114933,1.94,0.2,-0.2,0,1481.6,61.7,-61.7,0,2.84,0.09,-0.09,0,0.06
1091,1091,HIP 12961,0.36,0.07,-0.07,0,57.435,0.042,-0.042,0,0.25,0.01,-0.01,0,0.22
1092,1092,HIP 14810,3.9,0.49,-0.49,0,6.673892,0.000008,-0.000008,0,0.0696,0.0044,-0.0044,0,0.28
1093,1093,HIP 14810,1.31,0.18,-0.18,0,147.747,0.029,-0.029,0,0.549,0.034,-0.034,0,0.28
1094,1094,HIP 14810,0.59,0.1,-0.1,0,981.8,6.9,-6.9,0,1.94,0.13,-0.13,0,0.28
1096,1096,HIP 19976,29.89588,4.67675,-3.86486,0,17128.35283777,3237.70151093,-2519.32802547,0,11.460432,1.47472,-1.183606,0,
1097,1097,HIP 34222,0.83,,,0,159.986,2.6753,-2.9256,0,0.492,,,0,
1099,1099,HIP 35965,8.149,4.324,-3.055,0,26125.56497,13613.39551,-10171.69978,0,15.898,5.059,-4.506,0,
1109,1109,HIP 5158,1.42,,,0,345.72,5.37,-5.37,0,0.89,,,0,0.22
1110,1110,HIP 5158,15.04,10.55,-10.55,0,9017.76,3180.74,-3180.74,0,7.7,1.88,-1.88,0,0.22
1113,1113,HIP 55507,8.135,2.492,-1.719,0,5138.43727,887.26948,-529.24741,0,5.062,0.596,-0.467,0,
1114,1114,HIP 56640,6.77,1.859,-1.213,0,2675.57603,183.35403,-108.29793,0,4.55,0.221,-0.15,0,-0.03
1116,1116,HIP 57274,0.40902,0.00944,-0.00944,0,32.03,0.02,-0.02,0,0.178,,,0,-0.07
1117,1117,HIP 57274,0.5267,0.03,-0.03,0,431.7,8.5,-8.5,0,1.01,,,0,-0.07
1118,1118,HIP 5763,0.51,,,0,30.014,0.1528,-0.2842,0,0.17,,,0,
1119,1119,HIP 5763,0.51,,,0,30.014,0.1528,-0.2842,0,0.17,,,0,
1120,1120,HIP 63242,9.18,,,0,124.6,,,0,0.565,,,0,-0.28
1121,1121,HIP 65407,0.428,0.032,-0.032,0,28.125,0.019,-0.019,0,0.177,0.005,-0.005,0,0.21
1122,1122,HIP 65407,0.784,0.054,-0.054,0,67.3,0.08,-0.08,0,0.316,0.008,-0.008,0,0.21
1123,1123,HIP 65891,5.888,0.757,-0.283,0,1079.55726,20.64275,-18.39667,0,2.794,0.093,-0.098,0,0.1
1125,1125,HIP 67537,13.558,5.062,-2.384,0,2523.64713,240.39054,-94.43206,0,4.807,0.313,-0.151,0,0.19
1126,1126,HIP 67851,1.568,0.071,-0.072,0,88.87622,0.11842,-0.11971,0,0.482,0.009,-0.01,0,0.01
1127,1127,HIP 67851,6.937,2.045,-0.518,0,3923.6609,616.24996,-330.23316,0,6.032,0.651,-0.362,0,0.01
1128,1128,HIP 70849,9,6,-6,0,17337.5,15512.5,-15512.5,0,20.25,15.75,-15.75,0,0
1130,1130,HIP 74890,2.4,0.3,-0.3,0,822.3,16.8,-16.8,0,2.1,0.09,-0.09,0,0.2
1131,1131,HIP 75092,1.79,0.15,-0.15,0,926.4,12.8,-12.8,0,2.02,0.02,-0.02,0,-0.01
1132,1132,HIP 79431,2.1,,,0,111.7,0.7,-0.7,0,0.36,,,0,0.22
1133,1133,HIP 86221,0.71,,,0,2.224,0.0004,-0.0005,0,0.031,,,0,
1134,1134,HIP 90988,2.102,0.079,-0.085,0,455.73816,2.11413,-1.88939,0,1.36,0.026,-0.027,0,0.17
1135,1135,HIP 91258,1.09,0.21,-0.21,0,5.0505,0.0015,-0.0015,0,0.06,0,0,0,0.17
1136,1136,HIP 94235,1.19247,,,1,7.713057,0.000021,-0.000021,0,0.0787,0.00056,-0.00017,0,0
1137,1137,HIP 948,20.6,9.856,-8.513,0,24955.45756,8914.75178,-10015.46337,0,15.037,3.315,-4.464,0,
1140,1140,HIP 97233,19.187,3.643,-0.324,0,1062.26506,8.8071,-9.63078,0,2.491,0.049,-0.051,0,0.32
1141,1141,HR 5183,3.31,0.16,-0.12,0,27000,16000,-8000,0,18,6,-4,0,0.09
1142,1142,HR 810,2.27,0.25,-0.25,0,302.79999,2.3,-2.3,0,0.92,0.02,-0.02,0,0.2
1146,1146,IC 4651 9122,6.3,0.5,-0.5,0,734,8.1,-8.1,0,2.038,0.039,-0.039,0,0.09
1153,1153,K2-107,0.84,0.08,-0.08,0,3.313959,0.000024,-0.000024,0,0.0475,0.0006,-0.0006,0,0.1
1159,1159,K2-113,1.29,0.13,-0.14,0,5.817685,0.000041,-0.000041,0,0.0642,0.0009,-0.0009,0,0.18
1160,1160,K2-114,2.01,0.12,-0.12,0,11.3909311,0.0000034,-0.0000034,0,0.0943,0.0014,-0.0012,0,0.41
1180,1180,K2-132,0.49,0.06,-0.06,0,9.1751,0.0023,-0.0027,0,0.0916,0.0006,-0.0006,0,-0.01
1188,1188,K2-137,0.5,,,1,0.179719,0.000028,-0.000028,0,0.0058,0.0006,-0.0006,0,0.08
1195,1195,K2-139,0.387,0.083,-0.075,0,28.380619,0.000551,-0.000528,0,0.1796,0.0015,-0.0015,0,0.24
1197,1197,K2-140,0.93,0.04,-0.04,0,6.569188,0.000031,-0.000031,0,0.068,0.001,-0.001,0,0.5
1308,1308,K2-22,1.4,,,1,0.381073,0.000024,-0.000024,0,0.009,0,0,0,0.03
1324,1324,K2-232,0.398,0.037,-0.037,0,11.168454,0.000023,-0.000023,0,0.10356,0.00081,-0.00077,0,0.07
1328,1328,K2-237,1.363,0.11,-0.092,0,2.18053539,0.00000086,-0.00000085,0,0.03558,0.00048,-0.00065,0,0.29
1329,1329,K2-238,0.86,0.13,-0.12,0,3.20466,0.00003,-0.00003,0,0.046,0.007,-0.006,0,0.34
1361,1361,K2-260,1.42,0.31,-0.32,0,2.6266657,0.0000018,-0.0000018,0,0.0404,0.0013,-0.0016,0,-0.14
1399,1399,K2-287,0.315,0.027,-0.027,0,14.893291,0.000025,-0.000025,0,0.1206,0.0008,-0.0008,0,0.26
1402,1402,K2-29,0.73,0.04,-0.04,0,3.2588321,0.0000019,-0.0000019,0,0.04217,0.00024,-0.00024,0,0.16
1404,1404,K2-290,0.774,0.047,-0.047,0,48.36685,0.00041,-0.0004,0,0.305,0.017,-0.017,0,0.04
1409,1409,K2-295,0.335,0.062,-0.062,0,4.024867,0.000015,-0.000015,0,0.0451,0.0006,-0.0014,0,0.14
1413,1413,K2-30,0.579,0.028,-0.027,0,4.098503,0.000011,-0.000011,0,0.04839,0.00076,-0.00076,0,0.1
1415,1415,K2-31,1.774,0.079,-0.079,0,1.25785,0.000002,-0.000002,0,0.022,0.0018,-0.0018,0,0.16
1433,1433,K2-33,3.7,,,1,5.424865,0.000035,-0.000031,0,0.0409,0.0021,-0.0023,0,
1445,1445,K2-34,1.698,0.061,-0.05,0,2.9956348,0.0000002,-0.0000002,0,0.0442,0.002,-0.002,0,0
1572,1572,K2-52,144,,,0,3.535055,0.000017,-0.000016,0,0.054,0.002,-0.002,0,0.06
1583,1583,K2-60,0.426,0.037,-0.037,0,3.00265,0.00004,-0.00004,0,0.045,0.003,-0.003,0,0.01
1605,1605,K2-77,1.9,,,1,8.199796,0.000683,-0.000719,0,0.076,0.002,-0.002,0,0.29
1627,1627,K2-97,0.48,0.07,-0.07,0,8.406726,0.001863,-0.001827,0,0.086,0.0011,-0.0011,0,0.42
1629,1629,K2-99,0.97,0.09,-0.09,0,18.251985,0.001399,-0.001399,0,0.1597,0.0012,-0.0012,0,0.18
1630,1630,KELT-1,27.23,0.5,-0.48,0,1.217514,0.000015,-0.000015,0,0.02466,0.00016,-0.00016,0,
1631,1631,KELT-10,0.679,0.039,-0.038,0,4.1662739,0.0000063,-0.0000063,0,0.0525,0.00086,-0.00097,0,0.1
1633,1633,KELT-12,0.95,0.14,-0.14,0,5.031623,0.000032,-0.000031,0,0.06708,0.00097,-0.0013,0,0.3
1634,1634,KELT-15,1.31,0.43,-0.43,0,3.32944,0.000016,-0.000016,0,0.04613,0.00065,-0.00065,0,0.33
1635,1635,KELT-16,2.75,0.16,-0.15,0,0.9689951,0.0000024,-0.0000024,0,0.02044,0.00024,-0.00026,0,0.09
1636,1636,KELT-17,1.31,0.28,-0.29,0,3.0801716,0.0000053,-0.0000052,0,0.04881,0.00065,-0.00061,0,-0.02
1637,1637,KELT-18,1.18,0.11,-0.11,0,2.8717518,0.0000028,-0.0000028,0,0.0455,0.00067,-0.00069,0,0.09
1638,1638,KELT-19 A,4.07,,,1,4.6117093,0.0000088,-0.0000088,0,0.0637,0.0031,-0.0027,0,-0.12
1639,1639,KELT-2 A,1.7,0.22,-0.22,0,4.11379,0.00001,-0.00001,0,0.05497,0.00037,-0.00037,0,0.17
1640,1640,KELT-21,3.91,,,1,3.6127647,0.0000033,-0.0000033,0,0.05224,0.00035,-0.00034,0,-0.41
1641,1641,KELT-3,1.94,0.33,-0.33,0,2.70339,0.00001,-0.00001,0,0.04123,0.00066,-0.00066,0,0.18
1642,1642,KELT-4 A,0.902,0.06,-0.059,0,2.9895932,0.0000049,-0.0000049,0,0.04317,0.00079,-0.00074,0,0
1643,1643,KELT-6,0.52,0.12,-0.12,0,7.8457,0.0002,-0.0002,0,0.07939,0.001,-0.00099,0,-0.23
1644,1644,KELT-6,3.71,0.21,-0.21,0,1276,81,-67,0,2.39,0.11,-0.11,0,-0.23
1645,1645,KELT-7,1.39,0.22,-0.22,0,2.73477,0.000004,-0.000004,0,0.04415,0.00062,-0.00052,0,0.14
1646,1646,KELT-8,0.66,0.12,-0.12,0,3.24406,0.00016,-0.00016,0,0.0455,0.00083,-0.00088,0,0.27
1647,1647,KIC 3526061,18.15,0.44,-0.44,0,3552,158,-135,0,5.14,0.16,-0.16,0,0.12
1648,1648,KIC 3526061,18.15,0.44,-0.44,0,3552,158,-135,0,5.14,0.16,-0.16,0,0.12
1649,1649,KOI-12,1.1,3.5,-0.8,0,17.855182,0.000008,-0.000006,0,0.154,0.004,-0.003,0,0.09
1650,1650,KOI-12,22,7,-5,0,2500,2400,-700,0,4.2,2.4,-0.9,0,0.09
1651,1651,KOI-1257,1.45,0.35,-0.35,0,86.647661,0.000034,-0.000034,0,0.382,0.006,-0.006,0,0.22
1652,1652,KOI-13,9.28,0.16,-0.16,0,1.763588,0.000001,-0.000001,0,0.03641,0.00087,-0.00087,0,-0.14
1654,1654,KOI-142,0.674,0.016,-0.016,0,22.26492,0.00067,-0.00067,0,0.15525,,,0,0.21
1655,1655,KOI-142,3.05046,0.16002,-0.16002,0,1403,14,-14,0,,,,,0.21
1675,1675,KOI-351,0.8,,,1,210.60697,0.00043,-0.00043,0,0.71,0.08,-0.08,0,0.15
1676,1676,KOI-351,1.2,,,1,331.60059,0.00037,-0.00037,0,1.01,0.11,-0.11,0,0.15
1678,1678,KOI-3680,1.93,0.19,-0.21,0,141.241671,0.000086,-0.000086,0,0.534,0.012,-0.03,0,0.16
1679,1679,KOI-4777,0.31212,,,1,0.412,0.000001,-0.000001,0,0.008,0.0003,-0.0003,0,0.1
1681,1681,KOI-984,0.6601,0.12585,-0.12585,0,21.512,0.0004,-0.0004,0,0.1467,0.0015,-0.0015,0,0.12
1682,1682,KPS-1,1.09,0.086,-0.087,0,1.706291,0.000059,-0.000059,0,0.0269,0.001,-0.001,0,0.22
1930,1930,Kepler-117,1.84,0.18,-0.18,0,50.790391,0.000014,-0.000014,0,0.2804,0.0092,-0.0028,0,0.03
1966,1966,Kepler-12,0.432,0.053,-0.051,0,4.4379629,0.0000006,-0.0000006,0,0.0553,0.001,-0.0012,0,0.03
2087,2087,Kepler-129,8.3,1.1,-0.7,0,2646,140,-94,0,4,0.1,-0.1,0,0.26
2239,2239,Kepler-14,8.4,0.35,-0.34,0,6.790123,0.0000043,-0.0000043,0,0.0771,0.0012,-0.0012,0,0.05
2370,2370,Kepler-15,0.66,0.08,-0.09,0,4.942782,0.0000013,-0.0000013,0,0.05714,0.00086,-0.00093,0,0.27
2392,2392,Kepler-1514,5.28,0.22,-0.22,0,217.83184,0.00012,-0.00012,0,0.753,0.013,-0.014,0,0.22
2507,2507,Kepler-160,0.31463,,,1,30,20,-23,0,0.17,0.1,-0.11,0,0.2
2577,2577,Kepler-1654,0.5,,,1,1047.8356,0.0018,-0.0019,0,2.026,0.037,-0.035,0,-0.09
2580,2580,Kepler-1656,0.4,0.09,-0.09,0,1919,27,-24,0,3.053,0.049,-0.049,0,0.19
2581,2581,Kepler-1658,5.88,0.47,-0.46,0,3.84937278,0.0000008,-0.0000008,0,0.0544,0.0007,-0.0007,0,-0.18
2598,2598,Kepler-167,1.01,0.16,-0.15,0,1071.23205,0.00059,-0.00058,0,1.883,0.027,-0.027,0,0.03
2637,2637,Kepler-17,2.45,0.11,-0.11,0,1.4857108,0.0000002,-0.0000002,0,0.02591,0.00037,-0.00036,0,0.18
2643,2643,Kepler-1704,4.16,0.29,-0.28,0,988.88112,0.00091,-0.00091,0,2.027,0.024,-0.03,0,0.2
2646,2646,Kepler-1708,4.6,,,1,737.1131,0.00146,-0.0077,0,1.64,0.1,-0.1,0,0
3013,3013,Kepler-203,2.36,1.319,-1.085,0,5.370647,0.000008,-0.000008,0,0.061,,,0,0.08
3090,3090,Kepler-23,0.8,,,1,7.1073,,,0,0.075,,,0,-0.09
3091,3091,Kepler-23,2.7,,,1,10.7421,,,0,0.099,,,0,-0.09
3114,3114,Kepler-238,0.534,0.226,-0.217,0,23.654,,,0,0.1658,,,0,0.34
3118,3118,Kepler-24,1.6,,,1,8.1453,,,0,0.08,,,0,-0.04
3119,3119,Kepler-24,1.6,,,1,12.3335,,,0,0.106,,,0,-0.04
3123,3123,Kepler-240,0.322,0.136,-0.124,0,7.953528,0.000025,-0.000025,0,0.074,,,0,0.41
3134,3134,Kepler-245,0.71,0.193,-0.115,0,17.460812,0.000076,-0.000076,0,0.124,,,0,0.12
3206,3206,Kepler-27,9.11,,,1,15.3348,,,0,0.118,,,0,0.12
3207,3207,Kepler-27,13.8,,,1,31.3309,,,0,0.191,,,0,0.12
3215,3215,Kepler-272,0.308,0.175,-0.107,0,6.057342,0.000037,-0.000037,0,0.061,,,0,0.04
3234,3234,Kepler-28,1.51,,,1,5.9123,,,0,0.062,,,0,0.02
3235,3235,Kepler-28,1.36,,,1,8.9858,,,0,0.081,,,0,0.02
3261,3261,Kepler-289,0.42,0.05,-0.05,0,125.8518,0.0076,-0.0076,0,0.51,0.03,-0.03,0,0.14
3289,3289,Kepler-297,282,,,0,150.0189511,0.0001744,-0.0001744,0,0.523,,,0,-0.11
3298,3298,Kepler-30,2.01,0.16,-0.16,0,60.323105,0.000244,-0.000244,0,0.3,,,0,0.16
3328,3328,Kepler-31,4.7,,,1,42.6318,0.0005,-0.0005,0,0.26,,,0,-0.09
3329,3329,Kepler-31,6.8,,,1,87.6451,0.0014,-0.0014,0,0.4,,,0,-0.09
3346,3346,Kepler-317,0.345,0.357,-0.302,0,5.524242,0.000027,-0.000027,0,0.061,,,0,0.26
3353,3353,Kepler-32,4.1,,,1,5.90124,0.0001,-0.0001,0,0.05,,,0,0
3354,3354,Kepler-32,0.5,,,1,8.7522,0.0003,-0.0003,0,0.09,,,0,0
3533,3533,Kepler-39,20.1,1.3,-1.3,0,21.08721,0.000037,-0.000037,0,0.164,0.003,-0.003,0,0.06
3558,3558,Kepler-40,2.2,0.4,-0.4,0,6.87349,0.00064,-0.00064,0,0.08,0.003,-0.003,0,0.01
3578,3578,Kepler-407,12.6,6.3,-6.3,0,3000,500,-500,0,,,,,0.43
3581,3581,Kepler-41,0.56,0.08,-0.08,0,1.8555582,0.00000052,-0.00000052,0,0.03101,0.0004,-0.0004,0,0.21
3587,3587,Kepler-412,0.941,0.125,-0.019,0,1.7208604,0.0000003,-0.0000003,0,0.02897,0.00093,-0.00092,0,0.27
3588,3588,Kepler-418,1.1,,,1,86.67856,0.00007,-0.00007,0,0.3779,,,0,0.18
3590,3590,Kepler-419,2.5,0.3,-0.3,0,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.17
3591,3591,Kepler-419,7.3,0.4,-0.4,0,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.17
3596,3596,Kepler-422,0.43,0.13,-0.13,0,7.8914483,0.0000005,-0.00000051,0,0.082,0.011,-0.01,0,0.21
3597,3597,Kepler-423,0.595,0.081,-0.081,0,2.6843285,0.00000007,-0.00000007,0,0.03585,0.00052,-0.00114,0,0.26
3598,3598,Kepler-424,1.03,0.13,-0.13,0,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,0.42
3599,3599,Kepler-424,6.97,0.62,-0.62,0,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,0.42
3601,3601,Kepler-426,0.34,0.08,-0.08,0,3.21751883,0.00000019,-0.00000019,0,0.0414,0.001,-0.001,0,-0.17
3603,3603,Kepler-428,1.27,0.19,-0.19,0,3.52563254,0.00000015,-0.00000015,0,0.0433,0.0009,-0.0009,0,0.09
3604,3604,Kepler-43,3.23,0.26,-0.26,0,3.0240949,0.0000006,-0.0000006,0,0.046,0.0026,-0.0025,0,0.41
3610,3610,Kepler-432,5.41,0.32,-0.18,0,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.07
3611,3611,Kepler-432,2.43,0.22,-0.24,0,406.2,3.9,-2.5,0,,,,,0.07
3612,3612,Kepler-433,2.82,0.52,-0.52,0,5.33408384,0.0000011,-0.0000011,0,0.0679,0.0027,-0.0027,0,-0.01
3613,3613,Kepler-434,2.86,0.35,-0.35,0,12.8747099,0.000005,-0.000005,0,0.1143,0.003,-0.003,0,0.25
3614,3614,Kepler-435,0.84,0.15,-0.15,0,8.6001536,0.0000018,-0.0000018,0,0.0948,0.0018,-0.0018,0,0.06
3620,3620,Kepler-44,1,0.1,-0.1,0,3.2467293,0.000003,-0.000003,0,0.0446,0.0011,-0.0011,0,0.26
3636,3636,Kepler-447,1.37,0.48,-0.46,0,7.79430132,0.00000182,-0.00000182,0,0.0769,0.0062,-0.0079,0,0.07
3639,3639,Kepler-45,0.505,0.09,-0.09,0,2.455239,0.000004,-0.000004,0,0.03,,,0,0.2
3645,3645,Kepler-454,4.51,0.12,-0.12,0,524.19,0.2,-0.2,0,1.287,0.017,-0.017,0,0.28
3646,3646,Kepler-454,2.31,0.27,-0.16,0,4073,399,-186,0,5.1,0.34,-0.19,0,0.28
3647,3647,Kepler-46,6,,,1,33.60134,0.00021,-0.0002,0,0.1968,0.0029,-0.0028,0,0.17
3648,3648,Kepler-46,0.376,0.021,-0.019,0,57.011,0.051,-0.061,0,0.2799,0.0041,-0.004,0,0.17
3660,3660,Kepler-470,112,,,0,24.66919569,0.00000541,-0.00000541,0,0.2322,,,0,0.04
3661,3661,Kepler-471,117,,,0,5.01423457,0.00000059,-0.00000059,0,0.0626,,,0,0.07
3673,3673,Kepler-48,2.067,0.079,-0.079,0,982,8,-8,0,,,,,0.19
3679,3679,Kepler-485,112,,,0,3.2432598,0.00000018,-0.00000018,0,0.0433,,,0,0.19
3683,3683,Kepler-488,124,,,0,3.12082923,0.00000038,-0.00000038,0,0.0428,,,0,0.03
3691,3691,Kepler-493,118,,,0,3.00387658,0.00000099,-0.00000099,0,0.0439,,,0,0.11
3699,3699,Kepler-5,2.111,0.067,-0.086,0,3.5484657,0.0000007,-0.0000007,0,0.0538,0.0015,-0.0021,0,0.02
3726,3726,Kepler-52,0.42476,,,1,7.8773565,0.000038,-0.000038,0,0.0637,0.00272,-0.00272,0,-0.15
3743,3743,Kepler-53,0.34925,,,1,18.6489525,0.00016,-0.00016,0,0.139,,,0,0
3756,3756,Kepler-539,0.97,0.29,-0.29,0,125.63243,0.00071,-0.00071,0,0.4988,0.0067,-0.0067,0,-0.02
3757,3757,Kepler-539,2.4,1.2,-1.2,0,1000,,,-1,2.42,0.5,-0.51,0,-0.02
3790,3790,Kepler-56,0.57,0.066,-0.06,0,21.40239,0.00059,-0.00062,0,0.1652,0.0059,-0.0059,0,0.4
3791,3791,Kepler-56,5.61,0.38,-0.38,0,1002,5,-5,0,2.16,0.08,-0.08,0,0.4
3803,3803,Kepler-57,0.36183,,,1,5.7293196,0.000018,-0.000018,0,0.06,,,0,0.08
3844,3844,Kepler-6,0.668,0.038,-0.035,0,3.2346996,0.0000004,-0.0000004,0,0.04852,0.00074,-0.00133,0,0.36
3894,3894,Kepler-63,0.378,,,1,9.4341505,0.000001,-0.000001,0,0.08,0.002,-0.002,0,0.25
3909,3909,Kepler-643,1.01,0.2,-0.2,0,16.33889626,0.00001826,-0.00001826,0,0.126,,,0,0.25
3920,3920,Kepler-65,0.82,0.63,-0.16,0,258.8,1.5,-1.3,0,,,,,0.23
3957,3957,Kepler-68,0.84007,0.05034,-0.05034,0,632.62,1.03,-1.03,0,1.469,0.01,-0.01,0,0.2
3980,3980,Kepler-7,0.441,0.043,-0.042,0,4.8854892,0.0000009,-0.0000009,0,0.06067,0.00059,-0.00059,0,0.19
4001,4001,Kepler-718,131,,,0,2.0523499,0.00000015,-0.00000015,0,0.0322,,,0,0.06
4026,4026,Kepler-74,0.63,0.12,-0.12,0,7.340711,0.000006,-0.000006,0,0.0781,0.0007,-0.0007,0,0.34
4037,4037,Kepler-75,10.1,0.4,-0.4,0,8.8849116,0.0000034,-0.0000034,0,0.0818,0.0012,-0.0012,0,0.23
4053,4053,Kepler-76,2.01,0.37,-0.35,0,1.5449298,0.0000004,-0.0000004,0,0.0274,0.002,-0.0019,0,0.12
4068,4068,Kepler-77,0.43,0.032,-0.032,0,3.57878087,0.00000023,-0.00000023,0,0.04501,0.00063,-0.00063,0,0.37
4109,4109,Kepler-8,0.59,0.13,-0.12,0,3.5224991,0.0000007,-0.0000007,0,0.0474,0.0018,-0.0021,0,-0.08
4208,4208,Kepler-87,1.02,0.028,-0.028,0,114.73635,0.00015,-0.00015,0,0.481,0.026,-0.028,0,-0.17
4257,4257,Kepler-91,0.81,0.18,-0.17,0,6.24658,0.00008,-0.00008,0,0.0731,0.0034,-0.0031,0,0.35
4284,4284,Kepler-93,3,,,-1,1460,,,-1,,,,,-0.08
4297,4297,Kepler-94,9.836,0.629,-0.629,0,820.3,3,-3,0,,,,,0.32
4334,4334,Kepler-97,1.08,,,-1,789,,,-1,,,,,0.03
4392,4392,Lupus-TR-3,0.81,0.18,-0.18,0,3.91405,0.00004,-0.00004,0,0.0464,0.0007,-0.0007,0,
4393,4393,MASCARA-1,3.7,0.9,-0.9,0,2.14877381,0.00000088,-0.00000087,0,0.040352,0.000046,-0.000049,0,0
4394,4394,NGC 2682 Sand 978,2.18,0.17,-0.17,0,511.21,2.04,-2.04,0,,,,,
4395,4395,NGTS-1,0.812,0.066,-0.075,0,2.647298,0.00002,-0.00002,0,0.0326,0.0047,-0.0045,0,0
4396,4396,NGTS-10,2.162,0.092,-0.107,0,0.7668944,0.0000003,-0.0000003,0,0.0143,0.001,-0.001,0,-0.09
4397,4397,NGTS-11,0.344,0.092,-0.073,0,35.45533,0.00019,-0.00019,0,0.201,0.0021,-0.0022,0,0.22
4399,4399,NGTS-13,4.84,0.44,-0.44,0,4.119027,0.000023,-0.000023,0,0.0549,0.0015,-0.0025,0,0.25
4400,4400,NGTS-15,0.751,0.102,-0.088,0,3.27623,0.00001,-0.00001,0,0.0441,0.0046,-0.0046,0,0.15
4401,4401,NGTS-16,0.667,0.157,-0.129,0,4.84532,0.00002,-0.00002,0,0.0523,0.0064,-0.0064,0,0.35
4402,4402,NGTS-17,0.764,0.195,-0.164,0,3.24253,0.00001,-0.00001,0,0.0391,0.0043,-0.0043,0,0.15
4403,4403,NGTS-18,0.409,0.081,-0.063,0,3.05125,0.00001,-0.00001,0,0.0448,0.0068,-0.0068,0,0.15
4404,4404,NGTS-2,0.74,0.13,-0.12,0,4.511164,0.000061,-0.000061,0,0.063,0.0024,-0.003,0,-0.06
4405,4405,NGTS-20,2.98,0.16,-0.15,0,54.18915,0.00015,-0.00015,0,0.313,0.013,-0.013,0,0.15
4406,4406,NGTS-21,2.36,0.21,-0.21,0,1.5433897,0.0000016,-0.0000016,0,0.0236,0.0005,-0.0005,0,-0.26
4407,4407,NGTS-23,0.613,0.097,-0.097,0,4.0764326,0.0000041,-0.0000041,0,0.0504,0.012,-0.012,0,-0.26
4408,4408,NGTS-24,0.52,0.12,-0.11,0,3.4678796,0.000007,-0.000007,0,0.0479,0.0028,-0.003,0,0.27
4409,4409,NGTS-25,0.639,0.058,-0.052,0,2.823093,0.0000033,-0.0000033,0,0.0388,0.0014,-0.002,0,0.13
4412,4412,NGTS-6,1.339,0.028,-0.028,0,0.882059,0.0000008,-0.0000008,0,0.01677,0.00032,-0.00032,0,0.11
4413,4413,NGTS-8,0.93,0.04,-0.03,0,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,0.1
4414,4414,NGTS-9,2.9,0.17,-0.17,0,4.43527,0.00002,-0.00002,0,0.058,0.003,-0.002,0,0.31
4415,4415,OGLE-TR-10,0.62,0.14,-0.14,0,3.101278,,,0,0.0434,0.0013,-0.0015,0,0.37
4416,4416,OGLE-TR-111,0.55,0.1,-0.1,0,4.0144463,0.000001,-0.000001,0,0.0473,0.0015,-0.0014,0,0.21
4417,4417,OGLE-TR-113,1.26,0.16,-0.16,0,1.4324752,,,0,0.02289,0.00016,-0.00015,0,0.11
4418,4418,OGLE-TR-132,1.18,0.14,-0.13,0,1.689868,,,0,0.03035,0.00057,-0.00053,0,0.38
4419,4419,OGLE-TR-182,1.01,0.15,-0.15,0,3.9791,0.00001,-0.00001,0,0.051,0.001,-0.001,0,0.35
4420,4420,OGLE-TR-211,1.03,0.2,-0.2,0,3.67724,0.00003,-0.00003,0,0.051,0.001,-0.001,0,0.23
4421,4421,OGLE-TR-56,1.39,0.18,-0.17,0,1.2119189,,,0,0.02383,0.00046,-0.00051,0,0.35
4422,4422,OGLE2-TR-L9,4.5,1.5,-1.5,0,2.4855335,0.0000007,-0.0000007,0,0.0308,0.0005,-0.0005,0,-0.05
4423,4423,POTS-1,2.31,0.77,-0.77,0,3.1606296,0.00000157,-0.00000157,0,0.03734,0.0009,-0.0009,0,-0.03
4424,4424,Qatar-1,1.294,0.052,-0.049,0,1.4200242,0.00000022,-0.00000022,0,0.02332,0.0004,-0.0004,0,0.2
